batsman,bowler,runs,balls,dismissals
MM Patel,AB Agarkar,1,1,0
JR Hopes,A Symonds,7,5,0
KA Pollard,Anand Rajan,13,5,1
B Kumar,RJ Harris,2,6,0
MK Tiwary,BCJ Cutting,10,6,0
AT Rayudu,MP Stoinis,3,3,0
UBT Chand,JO Holder,1,2,0
V Sehwag,SL Malinga,41,36,1
MA Agarwal,M Markande,9,4,0
SPD Smith,Imran Tahir,9,13,1
Sachin Baby,Mohammed Shami,7,4,0
DJ Bravo,MS Gony,27,9,0
KH Pandya,JP Faulkner,23,13,0
BB McCullum,AA Noffke,24,12,0
DPMD Jayawardene,JD Ryder,0,3,0
TL Suman,JD Ryder,8,3,0
AJ Finch,DL Chahar,4,4,1
S Narwal,M Morkel,3,6,0
V Kohli,D Willey,2,4,0
DR Smith,TG Southee,14,10,0
JP Duminy,PD Collingwood,2,2,0
Shoaib Ahmed,DP Nannes,0,3,0
Harbhajan Singh,JD Unadkat,17,7,0
JA Morkel,SK Trivedi,2,5,0
MK Tiwary,JP Duminy,14,8,0
KA Pollard,KW Richardson,13,4,0
RA Tripathi,Shakib Al Hasan,6,7,1
S Gill,AR Patel,22,11,0
JA Morkel,MM Sharma,12,8,0
PA Patel,R McLaren,8,12,1
SW Billings,A Mishra,0,1,1
DA Warner,KW Richardson,56,21,0
R Dravid,RE van der Merwe,11,7,1
DJ Bravo,M de Lange,1,1,0
T Taibu,A Mishra,2,4,0
BB McCullum,RJ Harris,20,15,1
Shakib Al Hasan,Basil Thampi,1,1,0
JH Kallis,B Lee,3,3,0
DJ Hussey,S Rana,2,2,0
RA Tripathi,SN Thakur,1,1,0
TG Southee,AD Mathews,7,3,0
G Gambhir,A Mithun,14,9,0
MK Pandey,DL Chahar,11,9,1
MM Sharma,DT Christian,1,2,0
DA Warner,K Gowtham,22,8,0
PA Patel,JP Faulkner,15,11,2
SC Ganguly,M Morkel,7,7,2
KD Karthik,DS Kulkarni,16,10,1
SA Yadav,MC Henriques,1,2,1
SK Warne,Shakib Al Hasan,1,2,0
P Dogra,M Kartik,1,2,1
RA Jadeja,AD Russell,21,18,0
CR Brathwaite,P Krishna,10,6,0
CA Lynn,A Singh,21,8,0
MK Tiwary,DL Vettori,7,6,0
DA Warner,T Shamsi,15,11,1
A Symonds,WD Parnell,10,6,0
Harpreet Singh,SK Trivedi,4,5,0
Ishan Kishan,Harbhajan Singh,44,42,1
Y Nagar,P Parameswaran,1,3,0
MJ Guptill,YS Chahal,1,3,0
Z Khan,LR Shukla,2,4,0
A Symonds,RA Jadeja,9,9,1
NV Ojha,DR Smith,8,5,0
RR Powar,Shakib Al Hasan,1,2,0
S Gopal,S Kaul,1,2,0
SP Narine,AS Rajpoot,1,2,0
Y Venugopal Rao,MF Maharoof,24,14,1
A Kumble,VRV Singh,2,3,0
RV Uthappa,YK Pathan,2,6,1
AR Patel,Washington Sundar,1,1,0
KM Jadhav,Iqbal Abdulla,13,13,0
AR Patel,Rashid Khan,6,10,1
KM Jadhav,RP Singh,8,5,0
DA Warner,D Wiese,11,6,0
T Curran,JJ Bumrah,1,3,0
SA Yadav,JD Unadkat,16,6,0
ML Hayden,PJ Sangwan,32,18,2
MK Pandey,O Thomas,8,5,0
LMP Simmons,R Dhawan,16,10,0
SE Marsh,TL Suman,13,11,0
KL Rahul,Azhar Mahmood,8,4,1
A Ashish Reddy,KA Pollard,3,3,1
AUK Pathan,TG Southee,0,1,1
AR Patel,UT Yadav,15,12,2
YK Pathan,A Nehra,37,21,1
MDKJ Perera,UT Yadav,9,4,1
SA Asnodkar,WPUJC Vaas,0,5,0
PC Valthaty,AB Dinda,1,6,1
CL White,A Chandila,1,3,1
HH Gibbs,JDP Oram,12,10,0
SV Samson,P Kumar,30,24,0
TL Suman,SK Raina,31,16,0
LMP Simmons,S Aravind,10,14,0
JP Duminy,Mustafizur Rahman,4,3,0
KK Nair,K Khejroliya,7,7,1
WP Saha,CJ Jordan,11,5,0
MC Henriques,CH Morris,8,7,0
DJ Hooda,TS Mills,3,5,0
SK Raina,Sandeep Sharma,80,41,2
BMAJ Mendis,A Mishra,4,3,0
AC Gilchrist,Gagandeep Singh,10,5,0
SPD Smith,MM Sharma,27,31,2
Sunny Singh,DL Vettori,0,1,1
Yuvraj Singh,R Dhawan,24,24,1
SN Khan,K Rabada,5,4,0
SS Iyer,DR Smith,5,3,0
BJ Hodge,VS Malik,18,17,0
SPD Smith,STR Binny,13,8,1
KC Sangakkara,JA Morkel,0,1,0
KP Pietersen,KA Pollard,5,5,0
Y Nagar,PP Ojha,6,3,0
AT Rayudu,Sandeep Sharma,24,26,2
N Rana,MM Sharma,31,16,1
PJ Cummins,JP Faulkner,9,4,1
SC Ganguly,AB McDonald,1,2,0
CH Gayle,P Suyal,21,6,0
Azhar Mahmood,DT Christian,3,4,0
KK Nair,HV Patel,31,18,1
Yashpal Singh,PJ Sangwan,9,4,0
RV Uthappa,CH Gayle,1,5,0
SK Raina,M Vijay,13,5,0
G Gambhir,SA Abbott,13,6,0
CR Brathwaite,Sandeep Sharma,10,4,1
YK Pathan,Kuldeep Yadav,1,2,0
MK Pandey,SL Malinga,57,49,4
V Shankar,MP Stoinis,5,4,0
TM Dilshan,MG Johnson,6,11,1
AR Patel,JH Kallis,2,2,0
Shahid Afridi,MF Maharoof,10,10,0
ML Hayden,LR Shukla,2,3,0
S Gill,SN Thakur,5,8,1
W Jaffer,Shahid Afridi,10,7,0
BJ Hodge,SB Styris,19,10,1
V Shankar,JD Unadkat,15,7,1
CH Gayle,Shakib Al Hasan,46,22,0
SA Yadav,RA Jadeja,11,22,1
MS Dhoni,K Paul,12,11,0
DS Kulkarni,RG Sharma,2,2,0
Mohammed Shami,Kuldeep Yadav,5,3,0
Y Venugopal Rao,JH Kallis,2,5,1
RG Sharma,A Singh,29,17,0
V Sehwag,GB Hogg,25,16,2
HV Patel,L Balaji,2,1,0
Yuvraj Singh,MG Johnson,20,15,0
MP Stoinis,Anureet Singh,1,2,0
SP Narine,STR Binny,4,2,1
IK Pathan,A Symonds,5,5,0
ML Hayden,WPUJC Vaas,1,2,1
Sandeep Sharma,CH Gayle,3,3,0
Yuvraj Singh,Y Venugopal Rao,18,13,1
DB Ravi Teja,DJ Bravo,18,10,1
P Dogra,DW Steyn,0,1,1
SC Ganguly,PP Ojha,65,43,2
Harbhajan Singh,UT Yadav,7,8,1
CM Gautam,YS Chahal,1,3,0
TM Dilshan,A Kumble,13,17,1
S Dhawan,AM Nayar,2,2,0
S Rutherford,B Kumar,7,6,1
SB Styris,SK Warne,2,3,0
TM Dilshan,PP Ojha,22,23,1
K Goel,RE van der Merwe,1,4,1
Yuvraj Singh,AM Nayar,7,6,0
AR Patel,R Bhatia,4,3,0
JA Morkel,RG Sharma,12,8,0
BJ Hodge,I Sharma,0,2,1
SE Marsh,P Kumar,16,25,0
OA Shah,Z Khan,9,8,2
AB de Villiers,T Natarajan,1,1,0
G Gambhir,SS Sarkar,10,4,0
MC Henriques,STR Binny,2,2,0
F du Plessis,MM Sharma,14,10,1
JA Morkel,Harmeet Singh,1,1,0
MG Johnson,Shakib Al Hasan,7,2,0
BJ Rohrer,MC Henriques,1,1,0
Y Venugopal Rao,JEC Franklin,3,3,0
A Ashish Reddy,Imran Tahir,2,2,0
NV Ojha,JW Hastings,1,3,0
MS Dhoni,JP Duminy,3,2,0
RR Powar,A Mithun,5,4,0
HM Amla,Mustafizur Rahman,16,9,0
CA Lynn,DL Chahar,35,24,1
SK Raina,A Kumble,13,21,0
SPD Smith,VR Aaron,14,6,0
Y Venugopal Rao,B Akhil,10,10,0
DT Christian,J Botha,19,11,0
JP Duminy,PP Chawla,33,26,1
DW Steyn,RA Jadeja,4,10,1
AB de Villiers,GB Hogg,11,9,0
AM Rahane,RJ Harris,6,8,1
RN ten Doeschate,MG Johnson,1,3,1
M Vijay,STR Binny,35,27,0
MA Starc,UT Yadav,3,2,0
AB de Villiers,L Balaji,42,28,3
IR Jaggi,Iqbal Abdulla,2,7,1
IR Jaggi,RP Singh,1,1,0
R Ashwin,M Ali,0,1,0
NV Ojha,SK Raina,18,15,1
BA Stokes,P Raj,5,3,0
K Rabada,JJ Bumrah,13,15,1
JP Duminy,BJ Hodge,6,7,0
RA Jadeja,AF Milne,6,3,0
P Kumar,A Nehra,2,2,0
MS Dhoni,PP Ojha,98,96,6
RR Sarwan,DNT Zoysa,7,7,0
JEC Franklin,P Kumar,33,23,1
SR Tendulkar,AD Russell,6,3,0
V Sehwag,V Pratap Singh,7,4,0
MK Pandey,AD Mathews,10,7,1
MEK Hussey,SP Narine,37,44,3
V Shankar,J Archer,13,4,0
MK Tiwary,B Kumar,26,22,2
CH Gayle,DL Vettori,1,1,0
SV Samson,Iqbal Abdulla,15,14,0
Harmeet Singh,JH Kallis,10,3,0
AL Menaria,KA Pollard,14,7,1
B Chipli,MM Patel,2,6,1
Shakib Al Hasan,DR Smith,7,15,2
CL White,MM Sharma,0,2,1
NV Ojha,S Tyagi,18,8,0
JD Ryder,A Mithun,14,8,0
PJ Cummins,YS Chahal,0,1,0
SV Samson,RP Singh,7,6,0
SR Watson,CJ Anderson,2,4,0
AL Menaria,BJ Hodge,6,7,1
KL Rahul,SL Malinga,18,15,1
MP Stoinis,J Archer,27,17,0
LJ Wright,S Nadeem,7,6,0
RA Jadeja,RJ Harris,9,4,0
KJ Abbott,AD Russell,10,3,0
Mohammad Hafeez,M Ntini,5,5,1
CJ Ferguson,DW Steyn,2,2,0
BB McCullum,SJ Srivastava,7,5,0
Rashid Khan,S Gopal,1,1,0
CH Gayle,NLTC Perera,3,3,0
N Rana,Z Khan,1,1,0
S Sohal,RJ Harris,20,16,1
DR Smith,VS Malik,19,14,0
M Vohra,PJ Sangwan,1,1,0
M Lomror,I Sharma,8,3,1
SS Iyer,IC Pandey,16,7,0
K Goel,A Kumble,1,6,0
LMP Simmons,AN Ahmed,9,4,0
DAJ Bracewell,Z Khan,2,2,0
R Dravid,PP Ojha,71,61,2
MK Pandey,T Thushara,1,4,1
TS Mills,B Kumar,6,3,1
AP Tare,NLTC Perera,2,3,0
MS Dhoni,AC Voges,2,2,0
MK Pandey,BA Stokes,8,7,0
SK Raina,Anureet Singh,20,14,0
AM Rahane,CR Woakes,22,14,1
AJ Finch,WD Parnell,5,8,0
F du Plessis,M Muralitharan,8,9,1
BCJ Cutting,Imran Tahir,1,1,0
GC Smith,DS Kulkarni,10,7,0
WA Mota,PP Ojha,6,9,0
CA Lynn,P Negi,2,4,2
TM Dilshan,GB Hogg,20,15,0
AJ Finch,CR Brathwaite,25,11,0
Harbhajan Singh,A Symonds,12,4,0
OA Shah,RJ Harris,7,4,0
AL Menaria,P Negi,2,4,1
RJ Harris,CH Morris,0,1,1
M Manhas,MG Johnson,1,1,0
VVS Laxman,Mohammad Asif,1,5,1
SA Yadav,KW Richardson,2,2,0
V Kohli,L Ngidi,1,2,0
JP Duminy,SL Malinga,12,23,1
GC Smith,V Kohli,6,5,0
CR Brathwaite,O Thomas,1,1,0
SP Narine,R Ashwin,28,10,0
NV Ojha,P Negi,11,7,0
F du Plessis,PV Tambe,41,26,1
LMP Simmons,Ankit Sharma,11,18,2
KK Nair,IK Pathan,11,10,0
SV Samson,SN Thakur,9,13,0
TL Suman,DP Nannes,13,14,0
MS Dhoni,R Sathish,1,1,0
Shakib Al Hasan,S Nadeem,6,3,0
AM Rahane,S Badree,11,12,2
Yuvraj Singh,KMDN Kulasekara,7,3,0
RV Uthappa,Gurkeerat Singh,6,4,0
RT Ponting,ST Jayasuriya,3,5,0
M Vijay,CJ Jordan,20,8,0
P Kumar,MM Sharma,8,8,2
KC Sangakkara,R Sathish,9,10,0
SPD Smith,JH Kallis,3,3,0
AD Mathews,KA Pollard,2,4,0
R Ashwin,AB Dinda,11,5,0
DPMD Jayawardene,AC Voges,4,4,0
B Akhil,JA Morkel,1,1,0
RS Bopara,AD Mascarenhas,6,5,0
Q de Kock,MP Stoinis,16,8,1
BB McCullum,MG Johnson,55,32,0
CH Morris,JD Unadkat,5,2,0
KA Pollard,BA Bhatt,7,3,1
SK Raina,R Ninan,20,10,1
S Dhawan,VS Malik,30,23,0
JP Duminy,IK Pathan,17,20,0
IK Pathan,A Singh,4,1,0
CL White,NLTC Perera,9,10,0
NV Ojha,Kuldeep Yadav,4,9,0
M Vijay,Y Venugopal Rao,7,4,0
PA Patel,A Mithun,6,4,0
JH Kallis,AD Mascarenhas,5,7,0
B Akhil,A Nehra,13,7,0
RV Uthappa,BJ Hodge,8,3,0
MP Stoinis,H Gurney,12,4,0
KH Pandya,YS Chahal,30,21,0
MG Johnson,KK Cooper,7,8,0
C Munro,MC Henriques,2,3,0
SP Goswami,AB Agarkar,17,9,1
M Vijay,CH Gayle,13,14,0
CA Ingram,DE Bollinger,1,2,0
R Dravid,Anand Rajan,9,4,0
RA Tripathi,C de Grandhomme,18,10,0
KK Nair,Sandeep Sharma,19,15,0
GC Smith,Y Venugopal Rao,4,3,0
AS Raut,SB Jakati,3,5,1
AD Mathews,P Kumar,9,5,0
IK Pathan,Shakib Al Hasan,3,3,0
M Vijay,R Ashwin,28,29,2
LR Shukla,TG Southee,8,7,1
M Ali,S Sharma,1,1,0
AR Patel,CH Morris,19,16,1
KV Sharma,Harbhajan Singh,5,7,0
Mohammed Siraj,CH Morris,1,5,1
AD Russell,Anureet Singh,43,15,0
S Dhawan,Pankaj Singh,6,5,0
V Kohli,C Nanda,0,2,1
SS Tiwary,GD McGrath,2,2,0
R McLaren,RG Sharma,1,1,0
DW Steyn,VRV Singh,1,1,0
P Kumar,AC Thomas,1,2,0
M Vohra,WD Parnell,15,9,0
V Kohli,A Zampa,30,13,0
CH Gayle,PV Tambe,9,7,1
AG Murtaza,RP Singh,1,1,0
MJ McClenaghan,S Badree,0,1,1
RV Uthappa,BCJ Cutting,32,18,1
YK Pathan,SC Ganguly,21,10,0
Rashid Khan,SN Thakur,6,1,0
UT Khawaja,Z Khan,14,8,0
DR Smith,TA Boult,14,14,0
RV Uthappa,SR Tendulkar,18,9,0
MK Pandey,RD Chahar,16,16,0
AM Rahane,S Sreesanth,7,5,1
M Kartik,A Nehra,4,3,0
V Kohli,AC Thomas,6,5,1
KH Pandya,M Ur Rahman,1,1,0
SK Raina,H Brar,15,9,0
KD Karthik,PP Ojha,45,31,2
AC Gilchrist,TG Southee,7,4,0
DT Christian,MG Johnson,4,2,0
EJG Morgan,RV Gomez,9,8,0
M Vohra,Mohammed Shami,26,12,0
AT Rayudu,RD Chahar,6,9,0
M Vijay,NLTC Perera,23,14,2
STR Binny,Z Khan,14,14,1
NV Ojha,Anureet Singh,12,12,0
R Bhatia,JD Unadkat,3,5,0
SP Goswami,PJ Sangwan,18,6,0
MM Sharma,L Ngidi,1,2,0
J Botha,JE Taylor,0,3,0
Rashid Khan,O Thomas,0,1,0
YK Pathan,CK Langeveldt,2,7,1
AJ Finch,RD Chahar,5,5,0
SPD Smith,Basil Thampi,6,7,0
VVS Laxman,Pankaj Singh,1,2,0
Bipul Sharma,SL Malinga,6,5,1
MJ Guptill,S Aravind,5,5,1
JH Kallis,VS Malik,7,2,0
NV Ojha,JP Faulkner,15,14,0
M Manhas,M Muralitharan,2,6,1
PA Patel,Rashid Khan,2,5,0
W Jaffer,Mohammad Asif,7,3,0
SR Watson,V Pratap Singh,1,1,0
A Nehra,SL Malinga,0,3,1
NV Ojha,DP Nannes,2,5,0
AC Gilchrist,PP Ojha,15,6,0
CJ Ferguson,SK Trivedi,2,3,0
AM Nayar,R Ashwin,5,4,0
JP Duminy,SC Ganguly,5,3,0
M Ali,I Sharma,13,5,0
CH Gayle,DJ Hooda,14,11,1
DA Miller,GB Hogg,4,6,0
C Ingram,BCJ Cutting,5,4,1
R Dravid,Mohammad Asif,1,1,0
T Taibu,R Vinay Kumar,2,2,0
RJ Quiney,CK Langeveldt,0,1,1
DJ Bravo,DW Steyn,9,9,0
KL Rahul,DJG Sammy,8,4,0
PA Patel,Shakib Al Hasan,15,10,2
A Ashish Reddy,P Awana,0,2,1
M Vohra,JH Kallis,16,13,0
A Mishra,AD Mathews,6,8,0
SR Watson,Avesh Khan,8,5,0
R Bhatia,Yuvraj Singh,3,6,1
L Balaji,IK Pathan,1,4,0
C Madan,A Nehra,9,11,0
LRPL Taylor,KA Pollard,11,17,0
JP Duminy,P Parameswaran,10,12,0
KK Cooper,B Lee,1,2,0
MK Tiwary,M de Lange,7,7,1
Yuvraj Singh,P Negi,6,4,1
DJG Sammy,SR Watson,33,15,0
RG Sharma,AR Patel,21,28,1
BB McCullum,JP Duminy,11,10,0
AJ Finch,HH Pandya,15,13,0
Mohammed Shami,Avesh Khan,12,4,0
V Kohli,RS Bopara,12,11,1
RJ Quiney,DS Kulkarni,15,11,0
AT Rayudu,Azhar Mahmood,6,3,0
R McLaren,DT Christian,2,3,0
SPD Smith,CJ Anderson,6,9,0
MK Tiwary,RJ Harris,6,9,0
DR Smith,STR Binny,21,14,2
SM Katich,PJ Sangwan,18,6,0
DJ Hussey,VR Aaron,8,14,0
Sohail Tanvir,DS Kulkarni,0,2,0
C Madan,AB McDonald,0,1,1
F du Plessis,Ankit Sharma,30,28,1
SK Raina,Azhar Mahmood,22,14,1
A Symonds,PP Ojha,3,8,0
B Chipli,JEC Franklin,1,3,1
LR Shukla,PJ Sangwan,5,2,0
S Gopal,RA Jadeja,4,4,0
KS Williamson,R Bhatia,9,7,0
CL White,MG Johnson,11,5,0
CH Gayle,J Botha,22,16,0
HH Pandya,AN Ahmed,15,5,0
AR Patel,A Choudhary,5,3,0
Harbhajan Singh,PJ Cummins,1,1,0
A Flintoff,DL Vettori,4,6,0
MS Dhoni,S Ladda,9,5,0
JDP Oram,BJ Hodge,0,2,1
AD Nath,M Lomror,7,4,0
MD Mishra,M Kartik,9,4,0
AB Dinda,A Mishra,2,3,1
S Sohal,SL Malinga,14,15,0
RA Jadeja,MM Patel,11,5,1
EJG Morgan,DW Steyn,15,12,0
B Laughlin,KA Pollard,0,1,1
V Kohli,Kuldeep Yadav,37,35,1
DA Miller,MG Johnson,9,4,1
P Shaw,AD Russell,28,15,0
DJ Bravo,P Amarnath,13,6,0
RG Sharma,Yuvraj Singh,41,44,0
MP Stoinis,Imran Tahir,10,7,1
RP Singh,DP Nannes,1,2,0
DA Miller,J Theron,8,8,0
A Ashish Reddy,SP Narine,1,1,0
SB Styris,Umar Gul,3,5,0
KA Pollard,B Laughlin,9,6,0
AM Rahane,MG Johnson,86,51,2
AC Blizzard,B Lee,23,10,1
RV Uthappa,JEC Franklin,24,13,0
P Kumar,CK Langeveldt,3,3,0
SS Iyer,A Ashish Reddy,9,4,0
R Tewatia,R Salam,1,1,0
C Ingram,M Ali,2,10,1
A Symonds,J Theron,1,2,1
UT Khawaja,KJ Abbott,2,4,0
RA Jadeja,SL Malinga,27,28,3
FY Fazal,Z Khan,1,3,0
G Gambhir,DL Vettori,21,17,0
AC Gilchrist,SK Trivedi,28,22,1
RV Uthappa,S Badree,0,1,1
AC Gilchrist,Mashrafe Mortaza,23,11,0
SK Raina,SW Tait,14,8,0
Y Nagar,RJ Harris,1,4,1
K Gowtham,SP Narine,9,3,0
RP Singh,IK Pathan,2,4,1
Yuvraj Singh,HH Pandya,12,13,1
AB Barath,Harbhajan Singh,13,7,0
DB Ravi Teja,PC Valthaty,10,12,1
MEK Hussey,JP Duminy,13,14,0
Y Nagar,A Singh,22,8,1
MC Juneja,PP Ojha,11,10,0
F du Plessis,K Paul,5,2,0
DB Das,BA Bhatt,2,2,0
WA Mota,SK Raina,3,6,0
JP Faulkner,JD Unadkat,0,2,1
JR Hopes,DL Vettori,10,9,0
S Aravind,JP Faulkner,2,5,1
MEK Hussey,DJG Sammy,22,9,0
Shakib Al Hasan,SK Raina,6,3,0
PA Patel,L Ngidi,20,15,0
WP Saha,A Kumble,11,13,1
M Vohra,SMSM Senanayake,2,2,0
DJ Hussey,V Pratap Singh,7,7,1
P Negi,CJ Anderson,13,5,0
RA Jadeja,CH Morris,8,5,1
AM Rahane,T Natarajan,0,1,1
Umar Gul,Sohail Tanvir,7,4,1
BJ Hodge,J Botha,3,5,1
S Gill,L Ngidi,2,2,0
KA Pollard,Mustafizur Rahman,8,3,0
D Kalyankrishna,VRV Singh,1,3,0
Yuvraj Singh,AB Agarkar,21,9,1
MC Henriques,SK Raina,13,5,0
KS Williamson,Parvez Rasool,10,9,0
SM Katich,JA Morkel,14,8,0
S Vidyut,Shoaib Malik,8,5,0
Yuvraj Singh,SB Jakati,12,13,0
Sachin Baby,Mustafizur Rahman,23,8,0
MK Tiwary,MM Sharma,15,10,0
Yuvraj Singh,Shoaib Ahmed,1,2,1
SR Watson,A Symonds,9,5,0
AC Blizzard,I Sharma,1,3,0
LMP Simmons,Shivam Sharma,19,14,0
SK Raina,S Nadeem,22,13,0
DPMD Jayawardene,J Botha,0,1,1
JR Hopes,JP Duminy,4,4,0
B Lee,RA Jadeja,0,1,0
JA Morkel,SL Malinga,2,1,0
Gurkeerat Singh,A Nehra,12,8,0
MS Dhoni,GJ Maxwell,5,2,0
Q de Kock,SK Raina,9,13,0
NV Ojha,NM Coulter-Nile,12,13,1
SR Tendulkar,CH Morris,2,5,0
Shakib Al Hasan,AR Patel,10,8,1
JP Duminy,I Sharma,6,8,0
VR Aaron,Sandeep Sharma,1,2,0
DJ Hussey,DJG Sammy,9,3,0
NS Naik,DJ Hooda,0,1,0
JR Hopes,AB Dinda,4,4,1
Sunny Singh,A Mithun,1,2,0
MJ Lumb,RG Sharma,5,5,0
MK Tiwary,Yuvraj Singh,4,8,0
R Bhatia,S Sreesanth,17,7,0
LR Shukla,PP Chawla,4,2,0
MA Agarwal,SP Narine,19,16,1
JP Duminy,A Chandila,5,6,0
MK Tiwary,R Bhatia,18,16,0
SN Khan,STR Binny,0,1,0
AT Rayudu,KH Pandya,13,15,2
JD Unadkat,AS Rajpoot,2,3,1
KC Sangakkara,PJ Sangwan,9,6,0
S Badree,Ankit Soni,1,1,0
JP Duminy,Yuvraj Singh,41,29,0
N Rana,S Gopal,5,10,1
KK Cooper,PP Ojha,3,4,0
C Ingram,N Saini,10,5,1
Yuvraj Singh,JH Kallis,70,38,2
SR Watson,CH Morris,45,22,0
DJ Bravo,B Lee,13,15,0
S Dhawan,Shahid Afridi,15,10,0
RG Sharma,VRV Singh,20,12,1
P Dogra,PD Collingwood,5,4,0
CA Pujara,Z Khan,11,10,0
KP Pietersen,PP Ojha,25,23,1
SP Narine,S Aravind,35,14,0
NJ Maddinson,Harbhajan Singh,3,1,0
SP Fleming,Sohail Tanvir,0,3,1
RJ Harris,SK Warne,1,2,1
Yuvraj Singh,MP Stoinis,2,3,0
DR Smith,T Thushara,9,4,0
AD Russell,O Thomas,4,6,1
RA Jadeja,A Mishra,31,38,4
LR Shukla,A Nehra,0,2,0
R Parag,N Rana,1,2,0
TM Dilshan,R Bhatia,3,5,0
PJ Cummins,CR Woakes,1,1,0
V Kohli,M Kartik,5,6,1
JP Duminy,JEC Franklin,8,7,0
AJ Finch,KW Richardson,3,3,0
Q de Kock,DJG Sammy,9,5,0
SS Tiwary,SB Jakati,14,17,2
MEK Hussey,B Akhil,18,12,0
Yuvraj Singh,JD Ryder,13,9,0
M Vijay,J Theron,0,3,1
SP Narine,MG Johnson,7,12,2
SR Watson,SL Malinga,125,66,3
Mandeep Singh,B Laughlin,24,10,0
Y Venugopal Rao,PP Chawla,11,20,1
A Symonds,M Morkel,12,14,0
CL White,SP Narine,3,7,0
MD Mishra,UT Yadav,7,6,0
Ishan Kishan,AR Patel,18,13,0
JH Kallis,V Pratap Singh,3,2,0
Yuvraj Singh,DJ Hooda,6,7,0
Shakib Al Hasan,P Negi,0,1,0
N Pooran,Washington Sundar,20,10,0
B Chipli,JH Kallis,3,3,0
KM Jadhav,M Kartik,3,3,0
WD Parnell,JR Hopes,8,5,0
DA Miller,SP Narine,23,19,0
ML Hayden,I Sharma,13,12,1
R McLaren,R Ashwin,0,2,1
SK Warne,Shahid Afridi,4,3,0
KA Pollard,AP Dole,17,8,1
J Botha,PP Ojha,29,13,0
KM Jadhav,J Suchith,10,8,0
BB McCullum,DW Steyn,16,16,2
SA Yadav,AD Mathews,2,2,0
DB Das,AA Chavan,10,8,0
RV Uthappa,DP Nannes,6,7,0
S Gill,BB Sran,34,16,0
JP Duminy,SR Watson,20,15,0
AT Rayudu,AD Mathews,13,8,0
C Ingram,M Ur Rahman,13,8,0
KC Sangakkara,PD Collingwood,9,9,1
IK Pathan,Harmeet Singh,8,8,0
SK Raina,AD Mathews,32,18,0
DP Nannes,Harbhajan Singh,0,3,1
Harbhajan Singh,P Amarnath,7,3,0
GD McGrath,DS Kulkarni,0,2,1
JA Morkel,JE Taylor,0,2,1
Shakib Al Hasan,WD Parnell,3,2,0
JP Faulkner,Shakib Al Hasan,2,3,0
S Gopal,DL Chahar,6,3,0
NLTC Perera,DS Kulkarni,1,4,0
R McLaren,Jaskaran Singh,2,3,0
N Rana,L Plunkett,2,2,0
OA Shah,DL Vettori,7,6,0
AJ Finch,Sandeep Sharma,37,34,1
Y Venugopal Rao,Z Khan,9,7,0
JD Ryder,DE Bollinger,16,12,1
SN Khan,SR Watson,11,5,0
SE Marsh,MM Sharma,22,13,0
VR Aaron,R Ashwin,0,2,0
KK Nair,SR Watson,11,13,1
M Kartik,PJ Sangwan,2,3,0
DL Vettori,Yuvraj Singh,1,2,0
BJ Hodge,DJG Sammy,18,6,0
YK Pathan,JD Ryder,3,5,0
STR Binny,A Ashish Reddy,4,4,0
SC Ganguly,Sohail Tanvir,7,8,0
V Sehwag,R Bhatia,0,1,1
RV Uthappa,A Chandila,12,8,1
KV Sharma,HV Patel,9,7,0
MK Pandey,N Saini,1,1,0
DJ Hooda,JJ Bumrah,11,10,0
P Negi,GB Hogg,8,8,2
DP Nannes,ST Jayasuriya,2,6,0
RS Bopara,MF Maharoof,8,4,0
DJG Sammy,KK Cooper,28,15,0
V Sehwag,CRD Fernando,9,7,0
AS Yadav,Shakib Al Hasan,16,19,0
DJ Bravo,JD Unadkat,12,13,0
JD Ryder,R McLaren,17,9,1
Younis Khan,S Sreesanth,2,2,0
A Flintoff,SL Malinga,0,3,0
J Botha,VY Mahesh,4,6,0
CH Gayle,VR Aaron,17,9,0
S Badrinath,P Kumar,7,14,0
MK Tiwary,DJ Hussey,2,3,0
DJ Bravo,JEC Franklin,12,7,0
MS Bisla,JP Faulkner,5,7,0
BJ Hodge,SK Trivedi,9,11,0
SA Yadav,MN Samuels,0,1,1
S Nadeem,DJG Sammy,0,2,0
PP Chawla,AR Patel,3,5,1
SK Trivedi,S Ladda,6,4,0
AB Dinda,DJ Bravo,2,2,0
SS Tiwary,HH Pandya,2,3,0
LPC Silva,VRV Singh,16,6,0
SS Iyer,JP Faulkner,37,19,0
MS Dhoni,J Yadav,14,12,0
YK Pathan,SJ Srivastava,16,8,1
AB McDonald,CRD Fernando,6,6,0
Shakib Al Hasan,DL Chahar,12,11,0
M Kaif,PP Chawla,2,3,1
V Sehwag,STR Binny,1,4,0
AT Rayudu,DE Bollinger,9,4,0
BJ Hodge,NLTC Perera,6,8,0
SK Raina,S Ladda,5,3,0
V Kohli,DR Smith,10,6,0
Swapnil Singh,AD Russell,0,1,1
DJ Hussey,A Singh,8,6,0
Harbhajan Singh,RG Sharma,13,6,1
DJG Sammy,BMAJ Mendis,12,8,0
IR Jaggi,KH Pandya,5,6,0
AC Voges,JH Kallis,8,10,0
AM Rahane,CR Brathwaite,14,10,0
SV Samson,C Munro,1,1,0
JH Kallis,Kamran Khan,0,3,1
SA Asnodkar,P Kumar,20,22,2
L Balaji,A Symonds,9,4,0
